target,text
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
ham,K k :-):-) then watch some films.
ham,Reverse is cheating. That is not mathematics.
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:)
ham,To day class is there are no class.
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
ham,Check wid corect speling i.e. Sarcasm
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
ham,Crucify is c not s. You should have told me earlier.
ham,"\Are you comingdown later?\"""""
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate "
spam,"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\"""""
ham,Probably earlier than that if the station's where I think it is
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.
ham,We're done...
ham,Oh k k:)but he is not a big hitter.anyway good
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
ham,Ok lor... But buy wat?
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.
ham,Oh god..taken the teeth?is it paining
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
ham,What you need. You have a person to give na.
ham,Yes :)it completely in out of form:)clark also utter waste.
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! "
ham,Actually getting ready to leave the house.
ham,U too...
ham,Hey. You got any mail?
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705
ham,Yep get with the program. You're slacking.
ham,"Playin space poker, u?"
spam,"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
ham,"Yeah, give me a call if you've got a minute"
ham,I uploaded mine to Facebook
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
ham,Do have a nice day today. I love you so dearly.
ham,I anything lor.
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one Ì_ cut ur hair. 
ham,"There're some people by mu, I'm at the table by lambda"
ham,Yo dude guess who just got arrested the other day
ham,The new deus ex game comin early next yr
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
ham,Horrible gal. Me in sch doing some stuff. How come u got mc?
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
ham,Wife.how she knew the time of murder exactly
ham,Was the farm open?
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
ham,Yup i thk so until e shop closes lor.
ham,Ok then i will come to ur home after half an hour
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.
ham,Mm that time you dont like fun
ham,Hi dude hw r u da realy mising u today
ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
ham,Haha okay... Today weekend leh... 
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
ham,What's your room number again? Wanna make sure I'm knocking on the right door
ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
ham,Do u knw dis no. &lt;#&gt; ?
ham,"Since when, which side, any fever, any vomitin."
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
ham,No shoot me. I'm in the docs waiting room. :/
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,No she didnt. I will search online and let you know.
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
ham,Went to ganesh dress shop
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
ham,But that's on ebay it might be less elsewhere.
ham,Super msg da:)nalla timing.
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
ham,"Oh... Icic... K lor, den meet other day..."
ham,So i'm doing a list of buyers.
ham,"I'd say that's a good sign but, well, you know my track record at reading women"
ham,And maybe some pressies
spam,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
ham,Sorry me going home first... Daddy come fetch Ì_ later...
ham,Like a personal sized or what
spam,You have 1 new voicemail. Please call 08719181513.
ham,"Its ok, called mom instead have fun"
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?"
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome"
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
spam,Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
ham,Ok but tell me half an hr b4 u come i need 2 prepare.
ham,Early bird! Any purchases yet?
ham,Hey what how about your project. Started aha da.
ham,No da. . Vijay going to talk in jaya tv
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.
ham,"K I'll head out in a few mins, see you there"
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
ham,Can. Dunno wat to get 4 her...
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
ham,WHO ARE YOU SEEING?
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
ham,Take some small dose tablet for fever
ham,I will spoil you in bed as well :)
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
ham,Why do you ask princess?
ham,Can you pls send me that company name. In saibaba colany
ham,Did u got that persons story
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes
ham,No..its ful of song lyrics..
ham,"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him."
ham,Enjoy ur life. . Good night
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
ham,Yes there were many sweets
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
ham,How much it will cost approx . Per month.
ham,Ok.ok ok..then..whats ur todays plan
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,If I die I want u to have all my stuffs.
ham,Ok i vl..do u know i got adsense approved..
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
ham,Sindu got job in birla soft ..
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
ham,Haha... Really oh no... How? Then will they deduct your lesson tmr?
ham,I'm stuck in da middle of da row on da right hand side of da lt... 
ham,K I'll take care of it
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-)
ham,I surely dont forgot to come:)i will always be in touch in with you:-)
ham,"Dear, take care. I am just reaching home.love u a lot."
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
ham,Fine if thatåÕs the way u feel. ThatåÕs the way its gota b
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
ham,How much u trying to get?
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
ham,"Hi elaine, is today's meeting confirmed?"
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
ham,K..k...from tomorrow onwards started ah?
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
ham,Small problem in auction:)punj now asking tiwary
ham,I donno its in your genes or something
ham,ELLO BABE U OK?
ham,Eatin my lunch...
ham,Lol ok your forgiven :)
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
ham,Yes:)sura in sun tv.:)lol.
ham,Thanks for picking up the trash.
ham,Nvm it's ok...
ham,Headin towards busetop
ham,He is a womdarfull actor
ham,"Y cant u try new invention to fly..i'm not joking.,"
ham,I was gonna ask you lol but i think its at 7
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML"
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
ham,I didnt get anything da
ham,"Hm good morning, headache anyone? :-)"
ham,Y so late but i need to go n get da laptop...
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
ham,Really good:)dhanush rocks once again:)
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
ham,Dude sux for snake. He got old and raiden got buff
ham,"Jay wants to work out first, how's 4 sound?"
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
ham,Also remember to get dobby's bowl from your car
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
ham,Done it but internet connection v slow and canÛ÷t send it. Will try again later or first thing tomo.
ham,I'm in a movie... Collect car oredi...
ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
ham,"Total disappointment, when I texted you was the craziest shit got :("
ham,In sch but neva mind u eat 1st lor..
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
ham,Can you just come in for a sec? There's somebody here I want you to see
ham,Aiyo please Ì_ got time meh.
spam,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
ham,"That's fine, have him give me a call if he knows what he wants or has any questions"
ham,Hui xin is in da lib.
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)"""
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,Why she wants to talk to me
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
ham,Jus finish watching tv... U?
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?
ham,"Dizzamn, aight I'll ask my suitemates when I get back"
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)"
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
ham,get ready to moan and scream :)
spam,"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182"
ham,"Kate jackson rec center before 7ish, right?"
ham,Are you wet right now?
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?
ham,26th OF JULY
ham,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite"
ham,"Awesome, be there in a minute"
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
spam,Win a å£1000 cash prize or a prize worth å£5000
ham,No problem. We will be spending a lot of quality time together...
ham,Howz that persons story
ham,Are you ok. What happen to behave like this
spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,When are you guys leaving?
ham,"Hiya, had a good day? Have you spoken to since the weekend?"
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
ham,ÌÏ go home liao? Ask dad to pick me up at 6...
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,Cheers for the card ... Is it that time of year already?
ham," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too."
ham,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..
ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\"""""
ham,I sent you  &lt;#&gt;  bucks
ham,at bruce b downs &amp; fletcher now
ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
ham,Call me when you get the chance plz &lt;3
ham,Tell me whos this pls:-)
ham,Check with nuerologist.
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
spam,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
ham,"I'm in a meeting, call me later at"
ham,You busy or can I come by at some point and figure out what we're doing tomorrow
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
ham,"I am real, baby! I want to bring out your inner tigress..."
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
ham,"Sorry, I'll call later"
ham,I love you both too :-)
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
ham,Short But Cute: \Be a good person
ham,Just glad to be talking to you.
ham,Hope youåÕre not having too much fun without me!! see u tomorrow love jess x
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
spam,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
ham,\YEH I AM DEF UP4 SOMETHING SAT
ham,"Aight, sounds good. When do you want me to come down?"
ham,Watching tv lor...
ham,Tell me again what your address is
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
ham,Watching telugu movie..wat abt u?
ham,What time is ur flight tmr?
ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.
ham,His bday real is in april .
ham,Sleeping nt feeling well
ham, what number do u live at? Is it 11?
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,"
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
ham,"Just checked out, heading out to drop off my stuff now"
ham,I.ll post her out l8r. In class
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
ham,"Aight, lemme know what's up"
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
ham,645
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,Yeah sure I'll leave in a min
ham,Thanx a lot 4 ur help!
ham,Hi:)cts employee how are you?
ham,Happy new year. Hope you are having a good semester
ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa
ham,Yes princess! I want to catch you with my big strong hands...
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.
ham,Painful words- \I thought being Happy was the most toughest thing on Earth... But
ham,I'm already back home so no probably not
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
ham,thanks for the temales it was wonderful. Thank. Have a great week.
ham,Well thats nice. Too bad i cant eat it
ham,Okie...
ham,How are you. Its been ages. How's abj
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
ham,One of best dialogue in cute reltnship..!! \Wen i Die
ham,All e best 4 ur driving tmr :-)
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
ham,I'm coming home 4 dinner.
ham,I want snow. It's just freezing and windy.
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
ham,No no. I will check all rooms befor activities
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
ham,Oh :-)only 4 outside players allowed to play know
ham,Lol your always so convincing.
ham,"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\"""
ham,Were somewhere on Fredericksburg
ham,Loosu go to hospital. De dont let it careless.
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
ham,\CHA QUITEAMUZING THATåÕSCOOL BABE
ham,It means u could not keep ur words.
ham,Networking technical support associate.
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
ham,I AM AT THE GAS STATION. GO THERE.
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,And do you have any one that can teach me how to ship cars.
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way
ham,"How about clothes, jewelry, and trips?"
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
ham,Am I the only one who doesn't stalk profiles?
ham,5 nights...We nt staying at port step liao...Too ex
ham,That's necessarily respectful
ham,"A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;"
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham, &lt;#&gt;  in mca. But not conform.
ham,"Well, I meant as opposed to my drunken night of before"
ham,Please don't text me anymore. I have nothing else to say.
ham,"I can't right this second, gotta hit people up first"
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.
ham,&lt;#&gt;  am I think? Should say on syllabus
ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
ham,"Yes, princess. Toledo."
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
ham,Hi.:)technical support.providing assistance to us customer through call and email:)
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
ham,Send me your resume:-)
ham,Hi..i got the money da:)
ham,Great to hear you are settling well. So what's happenin wit ola?
ham,Hmmm:)how many players selected?
ham,"I've got ten bucks, jay is being noncomittal"
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
ham,Thank u!
ham,So that means you still think of teju
ham,Great. Have a safe trip. Dont panic surrender all.
ham,"Sir, I am waiting for your mail."
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16
ham,Yun buying... But school got offer 2000 plus only...
ham,Man this bus is so so so slow. I think you're gonna get there before me
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
ham,Lol u still feeling sick?
ham,Ya srsly better than yi tho
ham,"Get the door, I'm here"
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 
ham,Dun need to use dial up juz open da browser n surf...
ham,4 oclock at mine. Just to bash out a flat plan.
ham,Good Morning my Dear........... Have a great &amp; successful day.
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
ham,I'll be at mu in like  &lt;#&gt;  seconds
ham,Yay! You better not have told that to 5 other girls either.
ham,"Tee hee. Off to lecture, cheery bye bye."
ham,"Haha yeah, 2 oz is kind of a shitload"
spam,Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
ham,Tomarrow final hearing on my laptop case so i cant.
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
ham,I asked you to call him now ok
ham,They just talking thats it de. They wont any other.
ham,I know a few people I can hit up and fuck to the yes
ham,No. Did you multimedia message them or e-mail?
ham,ÌÏ still got lessons?  ÌÏ in sch?
ham,Oh all have to come ah?
ham,She ran off with a younger man. we will make pretty babies together :)
ham,Id have to check but there's only like 1 bowls worth left
ham,Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!
ham,Shb b ok lor... Thanx...
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story
ham,Yeah I'll try to scrounge something up
ham,Well you told others you'd marry them...
ham,"Lol, oh you got a friend for the dog ?"
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
ham,I dont thnk its a wrong calling between us
